epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
11,110.199,0.36896,0.43996,0.70155,0.93844,0.46392,1,0.995,0.995,0.46392,1,0.995,0.995,0.27942,0.39704,3.18337,0.86515,0.00017525,0.00017525,0.00017525
12,120.333,0.41535,0.66313,0.58711,0.89419,0.58425,1,0.995,0.995,0.58425,1,0.995,0.995,0.31974,0.36317,2.26727,0.8791,0.000190053,0.000190053,0.000190053
13,130.566,0.35613,0.37593,0.50626,0.8721,0.92785,1,0.995,0.93987,0.92785,1,0.995,0.995,0.23166,0.37167,1.51902,0.8484,0.00020436,0.00020436,0.00020436
14,140.766,0.44685,0.4884,0.62649,1.00158,0.93969,1,0.995,0.9067,0.93969,1,0.995,0.995,0.35925,0.39987,1.6072,0.99679,0.000218173,0.000218173,0.000218173
15,150.917,0.46112,0.45023,0.60194,1.07075,1,1,0.995,0.96204,1,1,0.995,0.995,0.33587,0.40315,2.38695,0.941,0.00023149,0.00023149,0.00023149
16,161.166,0.44975,0.57174,0.56374,0.97238,1,1,0.995,0.96204,1,1,0.995,0.95104,0.37144,0.66067,3.29812,0.88889,0.000244313,0.000244313,0.000244313
17,171.339,0.45231,0.78842,0.58637,0.98008,0.79691,1,0.995,0.995,0.79691,1,0.995,0.93987,0.29944,0.96338,1.93971,0.86053,0.00025664,0.00025664,0.00025664
18,181.435,0.4346,0.46695,0.59748,0.95223,0.79691,1,0.995,0.995,0.79691,1,0.995,0.93987,0.29944,0.96338,1.93971,0.86053,0.000268473,0.000268473,0.000268473
19,191.569,0.43487,0.47972,0.66622,0.96287,0.90468,1,0.995,0.995,0.90468,1,0.995,0.93987,0.26799,0.56313,1.70892,0.84358,0.00027981,0.00027981,0.00027981
20,201.555,0.36204,0.36111,0.58529,0.93023,0.90468,1,0.995,0.995,0.90468,1,0.995,0.93987,0.26799,0.56313,1.70892,0.84358,0.000290653,0.000290653,0.000290653
21,211.723,0.33395,0.47917,0.61968,0.89472,1,1,0.995,0.88474,1,1,0.995,0.95104,0.23136,0.40348,3.10585,0.84067,0.000301,0.000301,0.000301
22,221.921,0.41912,0.57725,0.66852,1.00447,1,1,0.995,0.88474,1,1,0.995,0.95104,0.23136,0.40348,3.10585,0.84067,0.000310852,0.000310852,0.000310852
23,232.004,0.56405,0.58029,0.67908,1.02943,1,0.66667,0.995,0.995,1,0.66667,0.995,0.995,0.22523,0.41308,2.99635,0.83962,0.00032021,0.00032021,0.00032021
24,242.089,0.47271,0.56997,0.68297,0.93203,1,0.66667,0.995,0.995,1,0.66667,0.995,0.995,0.22523,0.41308,2.99635,0.83962,0.000329072,0.000329072,0.000329072
25,252.489,0.50169,0.53315,0.76666,1.07638,0.92154,1,0.995,0.92907,0.92154,1,0.995,0.995,0.34647,0.49137,2.03012,0.87062,0.00033744,0.00033744,0.00033744
26,262.473,0.4036,0.30023,0.75774,1.06138,0.92154,1,0.995,0.92907,0.92154,1,0.995,0.995,0.34647,0.49137,2.03012,0.87062,0.000345313,0.000345313,0.000345313
27,272.507,0.40557,0.34452,0.6789,0.98593,1,1,0.995,0.995,1,1,0.995,0.95104,0.30718,0.80427,2.50593,0.89317,0.00035269,0.00035269,0.00035269
28,282.726,0.33746,0.50791,0.53826,0.93999,1,1,0.995,0.995,1,1,0.995,0.95104,0.30718,0.80427,2.50593,0.89317,0.000359573,0.000359573,0.000359573
29,292.824,0.41666,0.50334,0.58298,0.99025,1,1,0.995,0.995,1,1,0.995,0.9067,0.32654,0.79914,3.18176,0.92471,0.00036596,0.00036596,0.00036596
30,302.958,0.54351,0.74762,0.78967,1.08627,1,1,0.995,0.995,1,1,0.995,0.9067,0.32654,0.79914,3.18176,0.92471,0.000371852,0.000371852,0.000371852
31,313.142,0.41502,0.38622,0.58933,0.94981,0.86236,1,0.995,0.96204,0.86236,1,0.995,0.89607,0.29111,1.41814,1.47721,0.91433,0.00037725,0.00037725,0.00037725
32,323.193,0.3936,0.40837,0.51479,0.93351,0.86236,1,0.995,0.96204,0.86236,1,0.995,0.89607,0.29111,1.41814,1.47721,0.91433,0.000382153,0.000382153,0.000382153
33,333.227,0.47809,0.53359,0.7042,1.03011,0.93573,1,0.995,0.91229,0.93573,1,0.995,0.87932,0.34301,2.31975,1.27357,0.9952,0.00038656,0.00038656,0.00038656
34,343.244,0.36032,0.26403,0.59253,0.87731,0.93573,1,0.995,0.91229,0.93573,1,0.995,0.87932,0.34301,2.31975,1.27357,0.9952,0.000390473,0.000390473,0.000390473
35,353.394,0.47412,0.34022,0.68014,0.96523,1,1,0.995,0.85157,1,1,0.995,0.56633,0.53899,4.8692,3.10111,1.28917,0.00039389,0.00039389,0.00039389
36,363.51,0.35344,0.50717,0.50564,0.91391,1,1,0.995,0.85157,1,1,0.995,0.56633,0.53899,4.8692,3.10111,1.28917,0.000396812,0.000396812,0.000396812
37,373.586,0.43709,0.44134,0.58927,1.00221,1,1,0.995,0.85157,1,1,0.995,0.31704,0.56127,13.3918,4.62201,1.30103,0.00039924,0.00039924,0.00039924
38,384.013,0.47218,0.50152,0.63903,1.04451,1,1,0.995,0.85157,1,1,0.995,0.31704,0.56127,13.3918,4.62201,1.30103,0.000401172,0.000401172,0.000401172
39,394.18,0.44722,0.61304,0.53286,0.99514,1,1,0.995,0.85716,1,1,0.995,0.8072,0.66658,3.77857,8.4761,1.32493,0.00040261,0.00040261,0.00040261
40,404.306,0.46276,0.35559,0.59081,0.95822,1,1,0.995,0.85716,1,1,0.995,0.8072,0.66658,3.77857,8.4761,1.32493,0.000403552,0.000403552,0.000403552
41,414.481,0.44959,0.59477,0.6546,0.95291,0.80782,1,0.995,0.79661,0.80782,1,0.995,0.89607,0.78285,2.39248,9.23854,1.41121,0.000404,0.000404,0.000404
42,424.738,0.46662,0.5137,0.60111,1.00211,0.80782,1,0.995,0.79661,0.80782,1,0.995,0.89607,0.78285,2.39248,9.23854,1.41121,0.000403953,0.000403953,0.000403953
43,434.965,0.39447,0.29984,0.51531,0.95726,0.73267,1,0.995,0.7139,0.73267,1,0.995,0.82957,0.9661,1.12366,8.84769,1.64668,0.00040341,0.00040341,0.00040341
44,445.033,0.47594,0.61104,0.50964,0.98472,0.73267,1,0.995,0.7139,0.73267,1,0.995,0.82957,0.9661,1.12366,8.84769,1.64668,0.000402372,0.000402372,0.000402372
45,455.273,0.3744,0.31605,0.51117,0.96197,0.93041,1,0.995,0.82957,0.93041,1,0.995,0.92907,0.86126,0.78881,7.41341,1.58802,0.00040084,0.00040084,0.00040084
46,465.235,0.34991,0.36242,0.49334,0.92945,0.93041,1,0.995,0.82957,0.93041,1,0.995,0.92907,0.86126,0.78881,7.41341,1.58802,0.000398813,0.000398813,0.000398813
47,475.724,0.37985,0.37823,0.42819,0.98498,0.93811,1,0.995,0.85716,0.93811,1,0.995,0.91229,0.56937,0.72214,6.23065,1.18432,0.00039629,0.00039629,0.00039629
48,486.101,0.38946,0.36576,0.43409,0.93603,0.93811,1,0.995,0.85716,0.93811,1,0.995,0.91229,0.56937,0.72214,6.23065,1.18432,0.000393273,0.000393273,0.000393273
49,496.543,0.41344,0.56506,0.47594,0.97911,0.73997,1,0.995,0.91229,0.73997,1,0.995,0.91229,0.46796,0.9782,4.92509,0.99869,0.00038976,0.00038976,0.00038976
50,506.866,0.39255,0.35613,0.4696,0.92487,0.73997,1,0.995,0.91229,0.73997,1,0.995,0.91229,0.46796,0.9782,4.92509,0.99869,0.000385752,0.000385752,0.000385752
51,517.286,0.38931,0.28995,0.3823,0.87668,0.96246,1,0.995,0.92904,0.96246,1,0.995,0.96204,0.45624,0.92084,3.66735,0.95621,0.00038125,0.00038125,0.00038125
52,527.697,0.34197,0.45869,0.43623,0.98399,0.96246,1,0.995,0.92904,0.96246,1,0.995,0.96204,0.45624,0.92084,3.66735,0.95621,0.000376253,0.000376253,0.000376253
53,538.061,0.35582,0.33884,0.39537,0.93625,0.96246,1,0.995,0.92904,0.96246,1,0.995,0.96204,0.45624,0.92084,3.66735,0.95621,0.00037076,0.00037076,0.00037076
54,548.375,0.38511,0.37945,0.43929,0.91818,0.87436,1,0.995,0.8955,0.87436,1,0.995,0.995,0.38713,0.58321,2.90136,0.89273,0.000364773,0.000364773,0.000364773
55,558.647,0.3771,0.48885,0.50147,0.9547,0.87436,1,0.995,0.8955,0.87436,1,0.995,0.995,0.38713,0.58321,2.90136,0.89273,0.00035829,0.00035829,0.00035829
56,569.037,0.3177,0.28847,0.42457,0.9006,0.87436,1,0.995,0.8955,0.87436,1,0.995,0.995,0.38713,0.58321,2.90136,0.89273,0.000351313,0.000351313,0.000351313
57,579.288,0.37015,0.34704,0.44505,0.96862,0.91105,1,0.995,0.93987,0.91105,1,0.995,0.995,0.32628,0.47062,1.92549,0.85949,0.00034384,0.00034384,0.00034384
58,588.785,0.31201,0.36866,0.4111,0.95901,0.91105,1,0.995,0.93987,0.91105,1,0.995,0.995,0.32628,0.47062,1.92549,0.85949,0.000335872,0.000335872,0.000335872
59,598.538,0.33129,0.42494,0.44624,0.91958,0.91105,1,0.995,0.93987,0.91105,1,0.995,0.995,0.32628,0.47062,1.92549,0.85949,0.00032741,0.00032741,0.00032741
60,608.205,0.32539,0.31871,0.36523,0.90853,0.90314,1,0.995,0.95104,0.90314,1,0.995,0.995,0.27494,0.37032,1.73859,0.84047,0.000318453,0.000318453,0.000318453
61,617.971,0.34069,0.30701,0.37125,0.93051,0.90314,1,0.995,0.95104,0.90314,1,0.995,0.995,0.27494,0.37032,1.73859,0.84047,0.000309,0.000309,0.000309
62,627.547,0.34762,0.44333,0.41815,0.9357,0.90314,1,0.995,0.95104,0.90314,1,0.995,0.995,0.27494,0.37032,1.73859,0.84047,0.000299053,0.000299053,0.000299053
63,637.356,0.43997,0.65363,0.55653,1.03247,0.84991,1,0.995,0.96204,0.84991,1,0.995,0.995,0.26163,0.31658,1.66099,0.83583,0.00028861,0.00028861,0.00028861
64,647.038,0.32149,0.25473,0.3873,0.91576,0.84991,1,0.995,0.96204,0.84991,1,0.995,0.995,0.26163,0.31658,1.66099,0.83583,0.000277673,0.000277673,0.000277673
65,656.769,0.34996,0.3314,0.36208,0.9483,0.84991,1,0.995,0.96204,0.84991,1,0.995,0.995,0.26163,0.31658,1.66099,0.83583,0.00026624,0.00026624,0.00026624
66,666.617,0.32578,0.53919,0.40133,0.94042,0.94458,1,0.995,0.93987,0.94458,1,0.995,0.995,0.27004,0.32524,1.14543,0.84659,0.000254313,0.000254313,0.000254313
67,676.362,0.26643,0.29576,0.33935,0.94089,0.94458,1,0.995,0.93987,0.94458,1,0.995,0.995,0.27004,0.32524,1.14543,0.84659,0.00024189,0.00024189,0.00024189
68,685.985,0.27189,0.45915,0.4594,0.972,0.94458,1,0.995,0.93987,0.94458,1,0.995,0.995,0.27004,0.32524,1.14543,0.84659,0.000228972,0.000228972,0.000228972
69,695.812,0.29295,0.38,0.39828,0.87594,0.97973,1,0.995,0.995,0.97973,1,0.995,0.995,0.27706,0.32915,0.75466,0.85239,0.00021556,0.00021556,0.00021556
70,705.673,0.29794,0.31557,0.37861,0.94632,0.97973,1,0.995,0.995,0.97973,1,0.995,0.995,0.27706,0.32915,0.75466,0.85239,0.000201652,0.000201652,0.000201652
71,715.427,0.22945,0.23314,0.40557,0.79454,0.97973,1,0.995,0.995,0.97973,1,0.995,0.995,0.27706,0.32915,0.75466,0.85239,0.00018725,0.00018725,0.00018725
72,725.402,0.22567,0.23148,0.46324,0.83503,0.98495,1,0.995,0.96205,0.98495,1,0.995,0.995,0.28134,0.30194,0.58567,0.85529,0.000172353,0.000172353,0.000172353
73,735.13,0.24742,0.22075,0.41496,0.86933,0.98495,1,0.995,0.96205,0.98495,1,0.995,0.995,0.28134,0.30194,0.58567,0.85529,0.00015696,0.00015696,0.00015696
74,744.864,0.21297,0.23381,0.37793,0.87204,0.98495,1,0.995,0.96205,0.98495,1,0.995,0.995,0.28134,0.30194,0.58567,0.85529,0.000141073,0.000141073,0.000141073
75,754.704,0.24691,0.29842,0.39519,0.87079,0.98646,1,0.995,0.96205,0.98646,1,0.995,0.995,0.27352,0.29048,0.51201,0.84601,0.00012469,0.00012469,0.00012469
76,764.382,0.20057,0.20415,0.36434,0.81052,0.98646,1,0.995,0.96205,0.98646,1,0.995,0.995,0.27352,0.29048,0.51201,0.84601,0.000107812,0.000107812,0.000107812
77,774.255,0.19215,0.19889,0.35659,0.87594,0.98646,1,0.995,0.96205,0.98646,1,0.995,0.995,0.27352,0.29048,0.51201,0.84601,9.044e-05,9.044e-05,9.044e-05
78,784.026,0.19084,0.20272,0.34387,0.82085,0.98656,1,0.995,0.995,0.98656,1,0.995,0.995,0.2456,0.28576,0.42955,0.8384,7.25725e-05,7.25725e-05,7.25725e-05
79,793.738,0.18144,0.2112,0.34968,0.89082,0.98656,1,0.995,0.995,0.98656,1,0.995,0.995,0.2456,0.28576,0.42955,0.8384,5.421e-05,5.421e-05,5.421e-05
80,803.855,0.18574,0.19955,0.34962,0.91687,0.98656,1,0.995,0.995,0.98656,1,0.995,0.995,0.2456,0.28576,0.42955,0.8384,3.53525e-05,3.53525e-05,3.53525e-05
